StudentID,FirstName,LastName,Department,GPA,Attendance
30337,Michael,Miller,Engineering,0.36,91
30338,Michael,Wilson,Physics,2.76,59
30339,John,Davis,Biology,2.32,92
30340,Emily,Brown,Physics,3.32,50
30341,David,Brown,Engineering,2.7,71
30342,Michael,Wilson,Mathematics,0.83,61
30343,Alex,Jones,Computer Science,3.14,99
30344,Michael,Johnson,Engineering,3.5,80
30345,Michael,Brown,Biology,1.02,65
30346,John,Smith,Mathematics,0.46,89
30347,Emily,Smith,Physics,2.65,56
30348,David,Jones,Biology,2.83,59
30349,Michael,Wilson,Biology,0.19,64
30350,Sarah,Brown,Engineering,1.53,67
30351,Alex,Davis,Mathematics,2.2,84
30352,Jane,Smith,Computer Science,3.45,83
30353,Sarah,Wilson,Physics,1.29,97
30354,Michael,Johnson,Physics,2.69,61
30355,Laura,Smith,Computer Science,2.03,53
30356,John,Davis,Mathematics,2.57,61
30357,Jane,Davis,Computer Science,0.18,74
30358,Alex,Brown,Mathematics,1.33,94
30359,Alex,Brown,Mathematics,1.28,63
30360,Jane,Davis,Computer Science,0.07,88
30361,Emily,Brown,Engineering,1.87,70
30362,Emily,Jones,Engineering,0.88,65
30363,Sarah,Johnson,Mathematics,2.42,87
30364,Emily,Brown,Biology,0.83,92
30365,Michael,Williams,Physics,3.72,82
30366,David,Wilson,Engineering,0.53,54
30367,David,Johnson,Physics,1.93,56
30368,Jane,Smith,Biology,0.82,69
30369,Alex,Brown,Physics,1.09,96
30370,Jane,Smith,Mathematics,3.78,78
30371,John,Jones,Physics,3.61,64
30372,David,Brown,Biology,0.67,54
30373,David,Davis,Engineering,1.66,56
30374,Sarah,Williams,Physics,1.29,65
30375,Michael,Miller,Biology,0.62,97
30376,David,Smith,Engineering,0.36,98
30377,Sarah,Jones,Mathematics,0.88,92
30378,Emily,Williams,Mathematics,1.99,52
30379,Jane,Smith,Computer Science,2.3,99
30380,Alex,Jones,Computer Science,0.78,62
30381,David,Miller,Computer Science,0.49,75
30382,Emily,Jones,Mathematics,0.92,84
30383,John,Jones,Biology,1.61,69
30384,David,Brown,Computer Science,1.76,57
30385,Jane,Davis,Physics,1.68,90
30386,David,Miller,Biology,0.86,91
30387,Laura,Wilson,Mathematics,2.14,89
30388,Michael,Miller,Computer Science,1.28,96
30389,Alex,Jones,Computer Science,0.32,54
30390,Alex,Brown,Biology,2.6,52
30391,Sarah,Brown,Physics,2.35,83
30392,Jane,Williams,Engineering,3.39,77
30393,Jane,Jones,Biology,0.4,78
30394,Alex,Smith,Physics,2.23,54
30395,Laura,Smith,Physics,3.93,100
30396,Emily,Williams,Physics,0.24,50
30397,David,Johnson,Engineering,1.54,66
30398,Jane,Jones,Engineering,2.96,98
30399,John,Jones,Engineering,3.65,68
30400,Sarah,Brown,Physics,2.27,71
30401,David,Davis,Physics,0.39,57
30402,Alex,Davis,Biology,1.7,73
30403,Jane,Davis,Engineering,0.83,65
30404,Sarah,Jones,Mathematics,2.93,74
30405,Jane,Miller,Computer Science,0.56,63
30406,David,Brown,Physics,1.27,98
30407,Alex,Wilson,Computer Science,2.37,63
30408,Alex,Jones,Biology,3.92,67
30409,David,Brown,Engineering,2.16,70
30410,Jane,Brown,Mathematics,0.76,87
30411,Emily,Miller,Biology,2.25,83
30412,Sarah,Miller,Engineering,3.15,81
30413,Emily,Williams,Biology,0.8,74
30414,David,Johnson,Mathematics,0.89,81
30415,David,Jones,Engineering,0.5,93
30416,John,Williams,Biology,3.18,93
30417,Sarah,Miller,Physics,2.43,58
30418,David,Williams,Engineering,3.44,83
30419,Michael,Smith,Biology,3.71,89
30420,Emily,Smith,Computer Science,0.32,72
30421,Michael,Williams,Computer Science,0.44,67
30422,Laura,Smith,Computer Science,2.59,100
30423,Laura,Smith,Physics,1.53,86
30424,Sarah,Wilson,Physics,1.08,53
30425,David,Williams,Computer Science,1.56,50
30426,Laura,Brown,Mathematics,1.67,70
30427,Emily,Miller,Mathematics,3.62,54
30428,John,Johnson,Mathematics,0.67,84
30429,John,Miller,Physics,0,67
30430,Sarah,Johnson,Mathematics,1.73,58
30431,Jane,Williams,Engineering,0.13,53
30432,John,Johnson,Mathematics,2.29,55
30433,Sarah,Smith,Biology,2.37,91
30434,Alex,Williams,Mathematics,2.17,89
30435,Emily,Miller,Computer Science,0.49,66
30436,Michael,Jones,Mathematics,2.35,86
30437,Sarah,Brown,Computer Science,0.8,100
30438,Laura,Smith,Engineering,0.88,61
30439,David,Johnson,Mathematics,2.76,77
30440,John,Wilson,Engineering,3.86,58
30441,Michael,Brown,Computer Science,3.36,92
30442,David,Johnson,Engineering,2.82,57
30443,Emily,Johnson,Engineering,3.46,75
30444,Michael,Brown,Biology,3.51,75
30445,David,Jones,Computer Science,1.83,53
30446,John,Brown,Mathematics,2.13,96
30447,Sarah,Williams,Biology,2.72,68
30448,David,Smith,Physics,3.57,81
30449,Michael,Davis,Mathematics,0.38,51
30450,David,Williams,Biology,1.54,100
30451,Alex,Miller,Computer Science,0.15,78
30452,Michael,Jones,Computer Science,0.99,89
30453,Michael,Williams,Biology,3.6,59
30454,Michael,Wilson,Biology,3.74,56
30455,Jane,Smith,Biology,1.94,91
30456,John,Johnson,Mathematics,1.75,80
30457,Laura,Brown,Mathematics,3.52,99
30458,Emily,Wilson,Mathematics,0.81,59
30459,Laura,Davis,Computer Science,1.15,95
30460,Michael,Davis,Engineering,1.85,83
30461,Michael,Davis,Mathematics,0.81,97
30462,John,Miller,Engineering,0.17,70
30463,Jane,Williams,Biology,1.48,61
30464,David,Wilson,Computer Science,2.82,80
30465,Sarah,Smith,Physics,1.16,55
30466,John,Smith,Biology,0.18,53
30467,Laura,Brown,Computer Science,3.86,73
30468,Laura,Davis,Mathematics,3.76,86
30469,David,Wilson,Mathematics,2.47,78
30470,Alex,Johnson,Mathematics,3.92,51
30471,Jane,Davis,Engineering,3.43,55
30472,Jane,Johnson,Biology,0.1,77
30473,Michael,Davis,Engineering,2.72,95
30474,Laura,Williams,Biology,2.36,90
30475,Jane,Williams,Computer Science,0.81,95
30476,John,Davis,Mathematics,3.42,52
30477,David,Miller,Computer Science,0.88,79
30478,Alex,Smith,Physics,1.32,60
30479,Laura,Jones,Physics,1.64,51
30480,Alex,Jones,Physics,3.11,74
30481,Michael,Davis,Engineering,0.17,78
30482,Alex,Jones,Mathematics,2.89,73
30483,Alex,Wilson,Computer Science,0.08,92
30484,David,Miller,Physics,0.52,85
30485,Laura,Wilson,Physics,3.26,62
30486,Michael,Johnson,Physics,0.36,65
30487,Sarah,Brown,Engineering,1.3,96
30488,Michael,Davis,Biology,0.62,67
30489,Michael,Brown,Biology,2.64,67
30490,Michael,Wilson,Mathematics,0.21,67
30491,Michael,Johnson,Engineering,0.56,78
30492,Michael,Williams,Mathematics,3.81,60
30493,Sarah,Davis,Mathematics,1.95,64
30494,Sarah,Davis,Mathematics,2.54,59
30495,Sarah,Brown,Mathematics,0.16,66
30496,Jane,Wilson,Physics,2.37,56
30497,David,Johnson,Biology,3.78,79
30498,Jane,Wilson,Engineering,2.31,67
30499,Alex,Miller,Biology,1.73,65
30500,Jane,Davis,Biology,0.11,55
30501,Laura,Miller,Engineering,1.07,92
30502,Emily,Davis,Physics,1.27,74
30503,John,Miller,Physics,1.04,98
30504,Emily,Miller,Engineering,1.18,51
30505,Alex,Williams,Computer Science,2.07,67
30506,Laura,Williams,Engineering,0.57,77
30507,John,Williams,Biology,0.27,69
30508,David,Miller,Engineering,0.74,50
30509,Laura,Smith,Mathematics,0.41,60
30510,Jane,Davis,Engineering,3.69,86
30511,Alex,Jones,Physics,2.1,56
30512,David,Johnson,Mathematics,3.18,55
30513,Michael,Smith,Physics,1.74,92
30514,David,Williams,Biology,1.67,81
30515,Emily,Brown,Physics,1.26,99
30516,Alex,Brown,Biology,1.73,87
30517,Laura,Williams,Mathematics,2.04,76
30518,David,Jones,Biology,0.97,66
30519,Emily,Smith,Mathematics,2.29,78
30520,Laura,Johnson,Engineering,0.76,82
30521,Laura,Johnson,Mathematics,1.95,72
30522,Michael,Smith,Engineering,3.4,66
30523,Alex,Smith,Physics,1.95,78
30524,John,Williams,Engineering,1.89,96
30525,Laura,Jones,Biology,2.58,99
30526,David,Wilson,Physics,3.29,67
30527,Laura,Wilson,Mathematics,3.06,97
30528,Emily,Williams,Computer Science,2.31,91
30529,Sarah,Wilson,Biology,3.08,70
30530,Michael,Brown,Mathematics,0.63,89
30531,David,Brown,Engineering,2.32,61
30532,Michael,Davis,Engineering,0.22,79
30533,Emily,Smith,Biology,2.83,60
30534,Jane,Brown,Computer Science,0.51,65
30535,Alex,Davis,Engineering,1.57,87
30536,David,Johnson,Computer Science,2.75,68
30537,Jane,Smith,Biology,0.4,63
30538,Laura,Miller,Engineering,0.51,72
30539,Emily,Johnson,Engineering,3.91,72
30540,Alex,Smith,Computer Science,2.69,100
30541,Sarah,Davis,Mathematics,2.03,93
30542,David,Davis,Mathematics,1.65,62
30543,Michael,Williams,Engineering,2.31,92
30544,Alex,Brown,Engineering,1.68,100
30545,Laura,Smith,Engineering,0.36,63
30546,Emily,Davis,Computer Science,0.32,77
30547,Emily,Jones,Physics,0.82,54
30548,Michael,Jones,Computer Science,3.24,54
30549,Alex,Miller,Mathematics,0.29,98
30550,David,Miller,Engineering,1.21,53
30551,David,Brown,Engineering,0.91,80
30552,Emily,Wilson,Physics,2.38,78
30553,David,Wilson,Mathematics,2.7,66
30554,Jane,Williams,Mathematics,1.44,84
30555,Michael,Smith,Mathematics,2.73,50
30556,David,Davis,Mathematics,1.96,82
30557,David,Brown,Engineering,3.78,81
30558,Emily,Davis,Mathematics,2.01,66
30559,John,Miller,Engineering,2.02,88
30560,Alex,Wilson,Mathematics,0.12,88
30561,John,Miller,Biology,2.93,96
30562,Michael,Davis,Mathematics,0.77,95
30563,Alex,Brown,Engineering,2.26,61
30564,Sarah,Smith,Mathematics,2.82,93
30565,David,Jones,Mathematics,2.55,66
30566,Alex,Jones,Computer Science,0.28,83
30567,David,Jones,Physics,2.73,99
30568,Jane,Johnson,Mathematics,3.77,64
30569,Jane,Smith,Biology,1.82,71
30570,Sarah,Davis,Biology,0.26,77
30571,Alex,Jones,Biology,3.52,100
30572,Jane,Smith,Engineering,1.72,87
30573,Michael,Smith,Biology,0.21,64
30574,Emily,Miller,Computer Science,3.67,95
30575,Alex,Jones,Biology,0.06,97
30576,John,Davis,Mathematics,1.87,58
30577,John,Johnson,Physics,1.28,52
30578,Sarah,Wilson,Biology,0.91,60
30579,Jane,Smith,Biology,0.83,64
30580,Alex,Miller,Engineering,0.82,56
30581,Emily,Jones,Mathematics,0.82,77
30582,Sarah,Jones,Computer Science,3.7,81
30583,Laura,Smith,Computer Science,3.41,82
30584,John,Johnson,Engineering,1.74,73
30585,Michael,Miller,Engineering,2.24,91
30586,David,Miller,Biology,2.42,62
30587,John,Jones,Computer Science,0.41,87
30588,David,Wilson,Biology,1.59,96
30589,Laura,Williams,Biology,3.78,89
30590,Alex,Davis,Engineering,0.28,59
30591,Emily,Davis,Mathematics,2.66,69
30592,Alex,Brown,Mathematics,0.42,78
30593,David,Brown,Physics,3.89,93
30594,John,Jones,Physics,2.28,52
30595,Michael,Wilson,Computer Science,0.45,88
30596,Emily,Davis,Biology,0.93,74
30597,Emily,Williams,Biology,2.99,67
30598,Michael,Jones,Mathematics,2.8,62
30599,Alex,Miller,Mathematics,0.72,97
30600,Michael,Williams,Engineering,0.79,54
30601,David,Davis,Physics,0.14,94
30602,David,Davis,Biology,0.8,67
30603,David,Williams,Mathematics,2.02,89
30604,Jane,Johnson,Engineering,2.36,87
30605,Michael,Brown,Computer Science,0.09,58
30606,Jane,Johnson,Biology,2.39,56
30607,Laura,Williams,Physics,2.29,52
30608,Jane,Williams,Biology,0.35,69
30609,Emily,Smith,Physics,0.8,94
30610,Laura,Miller,Computer Science,3.16,92
30611,Jane,Jones,Biology,0.81,53
30612,Michael,Jones,Physics,2.28,95
30613,David,Davis,Computer Science,3.88,92
30614,David,Wilson,Physics,1.35,50
30615,Emily,Davis,Mathematics,0.66,72
30616,Emily,Williams,Mathematics,2.71,72
30617,Emily,Brown,Mathematics,0.24,87
30618,John,Williams,Physics,1.21,67
30619,David,Miller,Physics,3.77,78
30620,Jane,Williams,Computer Science,0.87,78
30621,Sarah,Wilson,Physics,2.28,72
30622,Alex,Wilson,Computer Science,1.53,78
30623,Sarah,Jones,Biology,3,76
30624,Sarah,Wilson,Physics,1.83,99
30625,John,Miller,Computer Science,3.65,91
30626,Emily,Miller,Computer Science,0.92,98
30627,Laura,Smith,Engineering,3.11,61
30628,Michael,Brown,Engineering,1.04,94
30629,Alex,Brown,Mathematics,2.84,93
30630,Laura,Smith,Physics,0.2,67
30631,David,Williams,Physics,1.18,71
30632,Laura,Williams,Physics,3.13,87
30633,Sarah,Wilson,Biology,2.47,53
30634,David,Davis,Mathematics,0.12,87
30635,Emily,Wilson,Physics,0.8,88
30636,Michael,Miller,Computer Science,0.23,52
30637,David,Brown,Physics,3.72,62
30638,Laura,Johnson,Mathematics,3.07,65
30639,David,Smith,Engineering,0.78,94
30640,Emily,Davis,Biology,1.58,81
30641,John,Davis,Engineering,1.17,76
30642,Sarah,Davis,Biology,2.23,56
30643,Emily,Johnson,Computer Science,0.56,74
30644,Sarah,Williams,Biology,3.46,58
30645,Laura,Brown,Computer Science,3.06,63
30646,Sarah,Miller,Biology,0.19,88
30647,David,Jones,Engineering,3.9,65
30648,David,Brown,Computer Science,3.52,75
30649,Jane,Smith,Mathematics,0.03,91
30650,Laura,Brown,Engineering,3.49,53
30651,Michael,Miller,Physics,3.45,65
30652,John,Williams,Engineering,1.13,53
30653,Sarah,Smith,Engineering,1.74,76
30654,Michael,Williams,Computer Science,3.87,85
30655,Michael,Miller,Mathematics,1.32,88
30656,Jane,Davis,Engineering,3.26,51
30657,Alex,Miller,Mathematics,3.02,65
30658,Michael,Brown,Engineering,1.78,79
30659,Michael,Williams,Physics,0.98,60
30660,Jane,Davis,Biology,1.44,78
30661,Laura,Wilson,Mathematics,1.22,89
30662,Michael,Jones,Computer Science,3.78,61
30663,John,Wilson,Biology,1.62,71
30664,John,Johnson,Physics,3.55,85
30665,Laura,Brown,Mathematics,2.91,70
30666,Sarah,Brown,Biology,2.47,89
30667,Alex,Miller,Computer Science,2.7,71
30668,Alex,Jones,Physics,3.97,81
30669,John,Williams,Engineering,0.82,73
30670,Michael,Wilson,Computer Science,2.77,100
30671,Sarah,Miller,Mathematics,2.69,92
30672,Michael,Miller,Engineering,0.39,82
30673,Alex,Johnson,Engineering,0.93,67
30674,Alex,Smith,Mathematics,1.74,68
30675,Emily,Miller,Biology,0.93,72
30676,John,Jones,Mathematics,2.16,95
30677,Jane,Miller,Physics,1.63,73
30678,Laura,Brown,Biology,0.86,93
30679,Laura,Williams,Biology,0.63,68
30680,Laura,Smith,Mathematics,3.48,69
30681,Michael,Johnson,Mathematics,1.57,66
30682,David,Jones,Computer Science,2.69,84
30683,Michael,Williams,Biology,3.11,64
30684,Laura,Jones,Biology,2.92,91
30685,Michael,Davis,Computer Science,2.95,100
30686,Michael,Miller,Physics,3.79,97
30687,David,Miller,Biology,2.2,68
30688,David,Miller,Computer Science,3.66,87
30689,David,Davis,Mathematics,0.31,94
30690,John,Williams,Computer Science,1.28,81
30691,David,Johnson,Engineering,2.55,81
30692,John,Miller,Engineering,3.87,93
30693,Michael,Wilson,Physics,3.43,73
30694,Jane,Smith,Computer Science,1.35,84
30695,John,Smith,Engineering,1.92,78
30696,Alex,Jones,Computer Science,0.62,56
30697,Laura,Johnson,Engineering,3.33,95
30698,John,Brown,Computer Science,3.11,99
30699,John,Brown,Mathematics,1.74,76
30700,Emily,Jones,Mathematics,1.73,56
30701,Alex,Miller,Mathematics,0.51,62
30702,Jane,Davis,Biology,3.74,74
30703,Emily,Williams,Biology,0.78,88
30704,Jane,Williams,Mathematics,2.29,57
30705,Michael,Smith,Physics,0.97,88
30706,Jane,Jones,Engineering,0.48,67
30707,Alex,Jones,Physics,2.91,50
30708,Jane,Miller,Computer Science,1.9,63
30709,John,Smith,Computer Science,3.98,60
30710,Laura,Johnson,Engineering,2.35,94
30711,Emily,Davis,Engineering,3.68,66
30712,Jane,Johnson,Physics,2.7,55
30713,Sarah,Jones,Engineering,0.68,84
30714,Michael,Smith,Physics,0.33,63
30715,David,Davis,Engineering,3.11,61
30716,Emily,Johnson,Biology,3.75,85
30717,David,Johnson,Mathematics,2.9,63
30718,Sarah,Brown,Physics,1.99,65
30719,Michael,Brown,Engineering,0.76,91
30720,Alex,Wilson,Physics,1.84,75
30721,Michael,Johnson,Mathematics,1.16,96
30722,Alex,Wilson,Biology,2.93,77
30723,Laura,Davis,Computer Science,1.36,83
30724,Jane,Brown,Physics,0.37,80
30725,Michael,Williams,Physics,0.81,94
30726,Emily,Wilson,Biology,1.23,55
30727,Emily,Jones,Engineering,1.46,94
30728,Emily,Williams,Physics,2.98,53
30729,Laura,Brown,Engineering,1.29,82
30730,Jane,Jones,Biology,3.58,87
30731,Laura,Miller,Biology,3.83,64
30732,David,Williams,Computer Science,2.32,62
30733,John,Wilson,Computer Science,0.42,85
30734,John,Davis,Physics,2.02,74
30735,Sarah,Wilson,Computer Science,2.34,71
30736,David,Davis,Engineering,3.82,89
30737,Alex,Jones,Biology,2.25,86
30738,Sarah,Williams,Physics,2.43,63
30739,Jane,Williams,Physics,0.04,83
30740,Sarah,Miller,Biology,3.77,84
30741,John,Johnson,Computer Science,1.18,50
30742,Jane,Wilson,Biology,2.43,91
30743,David,Jones,Physics,3.03,67
30744,John,Wilson,Biology,2.12,99
30745,Alex,Smith,Physics,0.11,65
30746,Jane,Brown,Engineering,1.74,82
30747,Michael,Wilson,Mathematics,2.17,80
30748,Laura,Miller,Computer Science,2.29,71
30749,Emily,Davis,Physics,2.64,81
30750,David,Miller,Biology,3.61,69
30751,David,Miller,Biology,3.34,52
30752,Alex,Jones,Biology,1.25,68
30753,Jane,Smith,Computer Science,2.16,74
30754,David,Miller,Mathematics,3.97,73
30755,Michael,Wilson,Biology,1.49,57
30756,Laura,Johnson,Biology,3.48,59
30757,Alex,Jones,Biology,1.7,66
30758,John,Smith,Physics,3.07,72
30759,Emily,Miller,Computer Science,3.99,100
30760,Alex,Miller,Engineering,3.93,64
30761,Alex,Jones,Mathematics,3.68,98
30762,Alex,Smith,Biology,0.25,99
30763,Sarah,Miller,Mathematics,0.75,93
30764,Laura,Johnson,Engineering,3.65,81
30765,Sarah,Davis,Engineering,0.25,92
30766,Emily,Brown,Engineering,1.03,70
30767,Jane,Johnson,Mathematics,0.61,52
30768,Michael,Brown,Biology,3.84,53
30769,Alex,Brown,Engineering,3.24,95
30770,Alex,Davis,Computer Science,0.92,73
30771,Sarah,Miller,Biology,0.79,79
30772,Emily,Jones,Mathematics,3.9,78
30773,Sarah,Miller,Engineering,0.06,76
30774,John,Johnson,Engineering,2.16,65
30775,David,Wilson,Engineering,0.98,61
30776,Laura,Wilson,Engineering,2.37,63
30777,Laura,Jones,Computer Science,2.83,76
30778,John,Davis,Physics,1.29,85
30779,Laura,Brown,Computer Science,0.33,90
30780,Emily,Davis,Computer Science,2.65,80
30781,David,Williams,Physics,1.24,86
30782,Michael,Davis,Computer Science,3.12,75
30783,Laura,Smith,Mathematics,2.48,98
30784,Michael,Davis,Engineering,0.23,71
30785,Sarah,Johnson,Physics,2.02,62
30786,David,Johnson,Engineering,3.5,63
30787,Jane,Davis,Biology,3.32,86
30788,Alex,Jones,Biology,1.92,54
30789,David,Miller,Mathematics,2.95,75
30790,David,Williams,Physics,2.82,71
30791,Emily,Wilson,Biology,2.7,96
30792,Jane,Jones,Mathematics,3.71,94
30793,Laura,Brown,Physics,0.49,52
30794,David,Wilson,Physics,2.77,52
30795,Michael,Miller,Engineering,1.09,67
30796,David,Brown,Mathematics,0.56,100
30797,Jane,Brown,Engineering,1.65,92
30798,Michael,Wilson,Biology,0.47,98
30799,Emily,Brown,Biology,1.99,89
30800,Michael,Miller,Biology,1.72,83
30801,Alex,Smith,Engineering,3.28,80
30802,Jane,Wilson,Mathematics,1.87,68
30803,Jane,Miller,Physics,3.24,98
30804,David,Williams,Computer Science,0.65,68
30805,Jane,Johnson,Computer Science,0.19,55
30806,Emily,Williams,Engineering,2.9,100
30807,Michael,Jones,Computer Science,2.03,88
30808,Michael,Jones,Computer Science,1.68,73
30809,Laura,Jones,Computer Science,2.85,92
30810,Alex,Williams,Engineering,3.79,78
30811,Emily,Smith,Biology,2.95,97
30812,Laura,Jones,Engineering,2.64,69
30813,Jane,Brown,Mathematics,1.98,82
30814,David,Miller,Mathematics,0.49,89
30815,Sarah,Johnson,Engineering,0.32,57
30816,John,Davis,Engineering,0.19,67
30817,John,Wilson,Computer Science,1.28,83
30818,Sarah,Smith,Computer Science,1.41,83
30819,Sarah,Johnson,Computer Science,1.7,89
30820,John,Smith,Biology,3.08,57
30821,Alex,Wilson,Engineering,2.13,74
30822,Michael,Miller,Engineering,0.55,82
30823,Laura,Wilson,Computer Science,0.48,83
30824,Laura,Johnson,Biology,2.59,62
30825,Jane,Smith,Biology,0.06,52
30826,David,Smith,Computer Science,2.94,64
30827,John,Jones,Computer Science,1.49,57
30828,Alex,Johnson,Computer Science,4,61
30829,David,Davis,Computer Science,2.31,69
30830,Sarah,Smith,Mathematics,3.46,63
30831,Emily,Brown,Mathematics,3.2,88
30832,David,Wilson,Mathematics,1.45,86
30833,Jane,Miller,Physics,2.91,74
30834,Emily,Miller,Physics,3.75,98
30835,John,Miller,Engineering,1.15,69
30836,Jane,Miller,Physics,1.03,96
30837,Alex,Williams,Mathematics,0.78,77
30838,Emily,Williams,Computer Science,3.59,82
30839,David,Williams,Biology,0.54,90
30840,Emily,Miller,Biology,1.62,92
30841,Sarah,Smith,Physics,1.83,77
30842,Jane,Johnson,Computer Science,1.98,55
30843,Emily,Jones,Engineering,3.59,76
30844,Laura,Wilson,Mathematics,1.17,72
30845,Alex,Wilson,Computer Science,3.38,54
30846,John,Jones,Computer Science,2.22,80
30847,Laura,Davis,Computer Science,3.51,62
30848,John,Davis,Engineering,1.36,95
30849,Michael,Williams,Physics,0.93,98
30850,Jane,Williams,Computer Science,1.01,58
30851,Emily,Wilson,Engineering,0.77,54
30852,Emily,Johnson,Biology,0.14,69
30853,Alex,Davis,Physics,0.99,64
30854,Sarah,Johnson,Biology,2.52,88
30855,Michael,Brown,Mathematics,2.29,88
30856,Michael,Brown,Physics,0.32,90
30857,Jane,Miller,Engineering,1.72,98
30858,Jane,Wilson,Physics,3.68,52
30859,Michael,Miller,Engineering,0.8,85
30860,Emily,Wilson,Engineering,0.59,61
30861,David,Brown,Engineering,0.54,68
30862,Michael,Jones,Engineering,3.34,57
30863,Alex,Jones,Biology,1.98,71
30864,John,Johnson,Engineering,0.94,51
30865,Michael,Jones,Computer Science,3.36,64
30866,David,Williams,Engineering,2.59,93
30867,Michael,Jones,Physics,3.87,75
30868,Emily,Davis,Physics,1.39,91
30869,Laura,Brown,Biology,1.52,57
30870,Sarah,Johnson,Physics,0.08,62
30871,David,Jones,Biology,0.57,87
30872,Jane,Brown,Mathematics,0.15,73
30873,John,Miller,Physics,1.14,69
30874,Sarah,Jones,Biology,2.13,93
30875,Sarah,Brown,Mathematics,0.44,52
30876,David,Williams,Biology,1.28,68
30877,David,Miller,Biology,1.91,76
30878,David,Williams,Engineering,0.55,78
30879,Emily,Wilson,Engineering,1.71,94
30880,Laura,Miller,Physics,2.61,85
30881,Alex,Jones,Physics,3.26,55
30882,Michael,Smith,Physics,0.67,87
30883,Laura,Wilson,Mathematics,3.19,95
30884,Laura,Williams,Physics,2.75,66
30885,David,Davis,Computer Science,3.69,53
30886,David,Davis,Mathematics,0.57,80
30887,Michael,Smith,Mathematics,1.03,77
30888,Sarah,Brown,Engineering,1.12,57
30889,Alex,Johnson,Engineering,0.16,67
30890,Laura,Johnson,Physics,0.24,63
30891,Sarah,Johnson,Biology,3.36,98
30892,Jane,Wilson,Engineering,2.84,56
30893,Alex,Wilson,Biology,3.77,84
30894,Michael,Johnson,Physics,1.09,80
30895,John,Miller,Computer Science,3.81,95
30896,Jane,Brown,Physics,0.3,100
30897,Michael,Davis,Mathematics,3.3,70
30898,Laura,Brown,Biology,3.13,79
30899,Alex,Johnson,Computer Science,1.71,100
30900,Sarah,Miller,Computer Science,3.84,62
30901,John,Williams,Physics,1.73,79
30902,Laura,Johnson,Physics,3.03,91
30903,Alex,Johnson,Computer Science,3.13,52
30904,John,Davis,Engineering,0.88,84
30905,Jane,Johnson,Engineering,1.95,88
30906,Michael,Smith,Engineering,3.95,76
30907,Michael,Miller,Computer Science,0.54,87
30908,Emily,Miller,Mathematics,1.41,100
30909,Jane,Johnson,Biology,1.25,92
30910,Alex,Miller,Physics,0.28,71
30911,Emily,Smith,Biology,0.83,50
30912,Jane,Smith,Biology,3.02,78
30913,Michael,Wilson,Physics,1.77,58
30914,Alex,Brown,Computer Science,3.68,95
30915,Michael,Johnson,Computer Science,0.05,62
30916,Alex,Wilson,Mathematics,2.12,88
30917,Sarah,Johnson,Engineering,2.75,54
30918,Alex,Miller,Engineering,2.98,57
30919,Jane,Miller,Physics,0.97,86
30920,Alex,Johnson,Mathematics,1.15,95
30921,Emily,Brown,Physics,3.06,94
30922,David,Brown,Biology,1.83,53
30923,Jane,Williams,Computer Science,3.77,86
30924,Emily,Smith,Biology,3.9,57
30925,Michael,Wilson,Engineering,2.21,82
30926,Sarah,Johnson,Biology,0.32,90
30927,John,Johnson,Computer Science,2.83,60
30928,Sarah,Williams,Engineering,1.2,86
30929,Sarah,Williams,Engineering,0.91,89
30930,Laura,Davis,Engineering,3.44,64
30931,Alex,Williams,Engineering,0.72,70
30932,Alex,Miller,Biology,0.2,80
30933,Jane,Davis,Mathematics,2.42,66
30934,John,Johnson,Computer Science,0.58,64
30935,Jane,Jones,Mathematics,0.23,59
30936,John,Brown,Computer Science,0.04,64
30937,John,Wilson,Computer Science,1.91,75
30938,Michael,Williams,Physics,1.1,51
30939,Michael,Miller,Physics,2.99,75
30940,Emily,Smith,Physics,0.37,53
30941,Alex,Jones,Engineering,2.82,96
30942,John,Jones,Engineering,1.32,66
30943,Sarah,Davis,Physics,1.43,69
30944,Michael,Smith,Physics,0.31,60
30945,Michael,Wilson,Physics,1.53,59
30946,David,Wilson,Engineering,2.6,87
30947,Emily,Johnson,Mathematics,0.8,65
30948,John,Miller,Computer Science,2.67,88
30949,Laura,Davis,Computer Science,2.54,100
30950,Emily,Miller,Computer Science,0.68,100
30951,Jane,Brown,Physics,1.27,52
30952,Sarah,Miller,Biology,2.67,83
30953,David,Williams,Computer Science,1.09,61
30954,Michael,Johnson,Biology,3.92,83
30955,Emily,Jones,Physics,2.85,52
30956,Michael,Davis,Mathematics,0.09,52
30957,Alex,Johnson,Biology,2.19,98
30958,Emily,Wilson,Biology,0.46,56
30959,Michael,Miller,Mathematics,2.6,90
30960,Emily,Jones,Computer Science,1.05,89
30961,Laura,Williams,Biology,0.04,86
30962,Michael,Johnson,Physics,0.82,80
30963,John,Wilson,Computer Science,0.73,68
30964,Michael,Johnson,Engineering,3.05,62
30965,Jane,Jones,Physics,0.22,96
30966,Jane,Smith,Computer Science,0.24,69
30967,John,Williams,Physics,3.69,84
30968,David,Smith,Biology,0.76,70
30969,Sarah,Miller,Engineering,3.82,94
30970,David,Wilson,Mathematics,1.91,67
30971,Michael,Smith,Computer Science,1.36,63
30972,Michael,Wilson,Physics,3.64,77
30973,Michael,Jones,Mathematics,0.25,59
30974,Michael,Smith,Mathematics,2.44,94
30975,Emily,Miller,Mathematics,3.11,81
30976,Jane,Jones,Computer Science,1.57,69
